Guideline,Section,Topic,Identifier,Revision,Updated,All,OS,P,S,TS,ML1,ML2,ML3,Description,Responsible Entity,Implementation Status,Implementation Comments
Guidelines for Cryptography,Secure Shell,Authentication mechanisms,ISM-1449,1,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,SSH private keys are protected with a passphrase or a key encryption key.,,,
Guidelines for Cryptography,Secure Shell,Automated remote access,ISM-0487,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When using logins without a passphrase for SSH connections, the following are disabled:
• access from IP addresses that do not require access
• port forwarding
• agent credential forwarding
• X11 display remoting
• console access.",,,
Guidelines for Cryptography,Secure Shell,Automated remote access,ISM-0488,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"If using remote access without the use of a passphrase for SSH connections, the ‘forced command’ option is used to specify what command is executed and parameter checking is enabled.",,,
Guidelines for Cryptography,Secure Shell,SSH-agent,ISM-0489,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"When SSH-agent or similar key caching programs are used, it is limited to workstations and servers with screen locks and key caches that are set to expire within four hours of inactivity.",,,
Guidelines for Cryptography,Secure/Multipurpose Internet Mail Extension,Configuring Secure/Multipurpose Internet Mail Extension,ISM-0490,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Versions of S/MIME earlier than S/MIME version 3.0 are not used for S/MIME connections.,,,
Guidelines for Cryptography,Internet Protocol Security,Mode of operation,ISM-0494,3,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,"Tunnel mode is used for IPsec connections; however, if using transport mode, an IP tunnel is used.",,,
Guidelines for Cryptography,Internet Protocol Security,Protocol selection,ISM-0496,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,The ESP protocol is used for authentication and encryption of IPsec connections.,,,
Guidelines for Cryptography,Internet Protocol Security,Key exchange,ISM-1233,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,IKE version 2 is used for key exchange when establishing IPsec connections.,,,
Guidelines for Cryptography,Internet Protocol Security,Encryption algorithms,ISM-1771,0,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"AES is used for encrypting IPsec connections, preferably ENCR_AES_GCM_16.",,,
Guidelines for Cryptography,Internet Protocol Security,Pseudorandom function algorithms,ISM-1772,0,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"PRF_HMAC_SHA2_256, PRF_HMAC_SHA2_384 or PRF_HMAC_SHA2_512 is used for IPsec connections, preferably PRF_HMAC_SHA2_512.",,,
Guidelines for Cryptography,Internet Protocol Security,Integrity algorithms,ISM-0998,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"AUTH_HMAC_SHA2_256_128, AUTH_HMAC_SHA2_384_192, AUTH_HMAC_SHA2_512_256 or NONE (only with AES-GCM) is used for authenticating IPsec connections, preferably NONE.",,,
Guidelines for Cryptography,Internet Protocol Security,Diffie-Hellman groups,ISM-0999,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"DH or ECDH is used for key establishment of IPsec connections, preferably 384-bit random ECP group, 3072-bit MODP Group or 4096-bit MODP Group.",,,
Guidelines for Cryptography,Internet Protocol Security,Security association lifetimes,ISM-0498,4,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,A security association lifetime of less than four hours (14400 seconds) is used for IPsec connections.,,,
Guidelines for Cryptography,Internet Protocol Security,Perfect Forward Secrecy,ISM-1000,4,45553,Yes,Yes,Yes,Yes,Yes,No,No,No,PFS is used for IPsec connections.,,,
Guidelines for Gateways,Gateways,Implementing gateways,ISM-0628,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways are implemented between networks belonging to different security domains.,,,
Guidelines for Gateways,Gateways,Implementing gateways,ISM-0637,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways implement a demilitarised zone if external parties require access to an organisation’s services.,,,
Guidelines for Gateways,Gateways,Implementing gateways,ISM-0631,7,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways only allow explicitly authorised data flows.,,,
Guidelines for Gateways,Gateways,Implementing gateways,ISM-1192,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways inspect and filter data flows at the transport and above network layers.,,,
Guidelines for Gateways,Gateways,Implementing gateways,ISM-1427,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways perform ingress traffic filtering to detect and prevent IP source address spoofing.,,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-1520,3,45558,Yes,Yes,Yes,Yes,Yes,No,No,No,"System administrators for gateways undergo appropriate employment screening, and where necessary hold an appropriate security clearance, based on the sensitivity or classification of gateways.",,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-0613,6,45373,No,No,No,Yes,Yes,No,No,No,System administrators for gateways that connect to Australian Eyes Only or Releasable To networks are Australian nationals.,,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-1773,0,45373,No,No,No,Yes,Yes,No,No,No,System administrators for gateways that connect to Australian Government Access Only networks are Australian nationals or seconded foreign nationals.,,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-0611,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,System administrators for gateways are assigned the minimum privileges required to perform their duties.,,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-0616,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Separation of duties is implemented in performing administrative activities for gateways.,,,
Guidelines for Gateways,Gateways,System administrators for gateways,ISM-0612,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,System administrators for gateways are formally trained on the operation and management of gateways.,,,
Guidelines for Gateways,Gateways,System administration of gateways,ISM-1774,0,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways are managed via a secure path isolated from all connected networks.,,,
Guidelines for Gateways,Gateways,System administration of gateways,ISM-0629,5,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,"For gateways between networks belonging to different security domains, any shared components are managed by system administrators for the higher security domain or by system administrators from a mutually agreed upon third party.",,,
Guidelines for Gateways,Gateways,Authenticating to networks accessed via gateways,ISM-0619,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Users authenticate to other networks accessed via gateways.,,,
Guidelines for Gateways,Gateways,Authenticating to networks accessed via gateways,ISM-0622,6,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,ICT equipment authenticates to other networks accessed via gateways.,,,
Guidelines for Gateways,Gateways,Border Gateway Protocol route security,ISM-1783,0,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,"Public IP addresses controlled by, or used by, an organisation are signed by valid ROA records.",,,
Guidelines for Gateways,Gateways,Gateway event logging,ISM-0634,10,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,"The following events are centrally logged for gateways:
• data packets and data flows permitted through gateways
• data packets and data flows attempting to leave gateways
• real-time alerts for attempted intrusions.",,,
Guidelines for Gateways,Gateways,Assessment of gateways,ISM-1037,6,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,"Gateways undergo testing following configuration changes, and at regular intervals no more than six months apart, to validate they conform to expected security configurations.",,,
Guidelines for Gateways,Gateways,Assessment of gateways,ISM-0100,11,45465,Yes,Yes,Yes,Yes,Yes,No,No,No,Gateways undergo a security assessment by an IRAP assessor at least every 24 months.,,,
Guidelines for Gateways,Cross Domain Solutions,Implementing Cross Domain Solutions,ISM-0626,6,45373,No,No,No,Yes,Yes,No,No,No,CDSs are implemented between SECRET or TOP SECRET networks and any other networks belonging to different security domains.,,,
Guidelines for Gateways,Cross Domain Solutions,Consultation on Cross Domain Solutions,ISM-0597,8,45558,No,No,No,Yes,Yes,No,No,No,"When planning, designing, implementing or introducing additional connectivity to CDSs, ASD is consulted and any directions provided by ASD are complied with.",,,
Guidelines for Gateways,Cross Domain Solutions,Separation of data flows,ISM-0635,7,45373,No,No,No,Yes,Yes,No,No,No,CDSs implement isolated upward and downward network paths.,,,
Guidelines for Gateways,Cross Domain Solutions,Separation of data flows,ISM-1522,3,45373,No,No,No,Yes,Yes,No,No,No,CDSs implement independent security-enforcing functions for upward and downward network paths.,,,
Guidelines for Gateways,Cross Domain Solutions,Separation of data flows,ISM-1521,3,45373,No,No,No,Yes,Yes,No,No,No,CDSs implement protocol breaks at each network layer.,,,
Guidelines for Gateways,Cross Domain Solutions,Cross Domain Solution event logging,ISM-0670,6,45649,No,No,No,Yes,Yes,No,No,No,All security-relevant events generated by CDSs are centrally logged.,,,
Guidelines for Gateways,Cross Domain Solutions,Cross Domain Solution event logging,ISM-1523,1,45373,No,No,No,Yes,Yes,No,No,No,A sample of security-relevant events relating to data transfer policies are taken at least every three months and assessed against security policies for CDSs to identify any operational failures.,,,
Guidelines for Gateways,Cross Domain Solutions,User training,ISM-0610,8,45373,No,No,No,Yes,Yes,No,No,No,Users are trained on the secure use of CDSs before access is granted.,,,
Guidelines for Gateways,Firewalls,Using firewalls,ISM-1528,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Evaluated firewalls are used between an organisation’s networks and public network infrastructure.,,,
Guidelines for Gateways,Firewalls,Using firewalls,ISM-0639,9,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Evaluated firewalls are used between networks belonging to different security domains.,,,
Guidelines for Gateways,Diodes,Using diodes,ISM-0643,7,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Evaluated diodes are used for controlling the data flow of unidirectional gateways between an organisation’s networks and public network infrastructure.,,,
Guidelines for Gateways,Diodes,Using diodes,ISM-0645,7,45373,No,No,No,Yes,Yes,No,No,No,Evaluated diodes used for controlling the data flow of unidirectional gateways between SECRET or TOP SECRET networks and public network infrastructure complete a high assurance evaluation.,,,
Guidelines for Gateways,Diodes,Using diodes,ISM-1157,5,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Evaluated diodes are used for controlling the data flow of unidirectional gateways between networks.,,,
Guidelines for Gateways,Diodes,Using diodes,ISM-1158,6,45373,No,No,No,Yes,Yes,No,No,No,Evaluated diodes used for controlling the data flow of unidirectional gateways between SECRET or TOP SECRET networks and any other networks complete a high assurance evaluation.,,,
Guidelines for Gateways,Web proxies,Web usage policy,ISM-0258,4,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,"A web usage policy is developed, implemented and maintained.",,,
Guidelines for Gateways,Web proxies,Using web proxies,ISM-0260,3,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"All web access, including that by internal servers, is conducted through web proxies.",,,
Guidelines for Gateways,Web proxies,Web proxy event logging,ISM-0261,6,45649,Yes,Yes,Yes,Yes,Yes,No,No,No,"The following details are centrally logged for websites accessed via web proxies:
• web address
• date and time
• user
• amount of data uploaded and downloaded
• internal and external IP addresses.",,,
Guidelines for Gateways,Web content filters,Using web content filters,ISM-0963,7,45648,Yes,Yes,Yes,Yes,Yes,No,No,No,Web content filtering is implemented to filter potentially harmful web-based content.,,,
Guidelines for Gateways,Web content filters,Using web content filters,ISM-0961,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Client-side active content is restricted by web content filters to an organisation-approved list of domain names.,,,
Guidelines for Gateways,Web content filters,Using web content filters,ISM-1237,2,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,Web content filtering is applied to outbound web traffic where appropriate.,,,
Guidelines for Gateways,Web content filters,Transport Layer Security filtering,ISM-0263,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,TLS traffic communicated through gateways is decrypted and inspected.,,,
Guidelines for Gateways,Web content filters,Allowing and blocking access to domain names,ISM-0958,8,45373,Yes,Yes,Yes,Yes,Yes,No,No,No,"An organisation-approved list of domain names, or list of website categories, is implemented for all Hypertext Transfer Protocol and Hypertext Transfer Protocol Secure traffic communicated through gateways.",,,
